"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"RB","Jacquizz Rodgers",3000,"Atl@Cin 01:00PM ET",9.487
"RB","LaMichael James",3000,"Chi@SF 08:30PM ET",0.731
"TE","Mychal Rivera",3000,"Hou@Oak 04:25PM ET",6.419
"WR","Brice Butler",3000,"Hou@Oak 04:25PM ET",1.930
"WR","Jermaine Kearse",3000,"Sea@SD 04:05PM ET",5.895
"WR","Cole Beasley",3000,"Dal@Ten 01:00PM ET",6.271
"RB","Zach Line",3000,"NE@Min 01:00PM ET",0.600
"TE","Taylor Thompson",3000,"Dal@Ten 01:00PM ET",0.644
"WR","Chris Owusu",3000,"StL@TB 04:05PM ET",2.711
"WR","Griff Whalen",3000,"Phi@Ind 08:30PM ET",7.109
"WR","Brenton Bersin",3000,"Det@Car 01:00PM ET",0
"RB","Derrick Coleman",3000,"Sea@SD 04:05PM ET",1.367
"TE","Cory Harkey",3000,"StL@TB 04:05PM ET",2.420
"RB","Jonathan Grimes",3000,"Hou@Oak 04:25PM ET",12.950
"WR","Frankie Hammond Jr.",3000,"KC@Den 04:25PM ET",0
"TE","Beau Brinkley",3000,"Dal@Ten 01:00PM ET",0.000
"WR","Jaron Brown",3000,"Ari@NYG 01:00PM ET",1.938
"WR","T.J. Graham",3000,"Dal@Ten 01:00PM ET",4.469
"WR","Chris Givens",3000,"StL@TB 04:05PM ET",5.856
"WR","A.J. Jenkins",3000,"KC@Den 04:25PM ET",1.488
"RB","Glenn Winston",3000,"NO@Cle 01:00PM ET",0
"WR","Keshawn Martin",3000,"Hou@Oak 04:25PM ET",4.019
"TE","MarQueis Gray",3000,"NE@Min 01:00PM ET",0.592
"WR","DeVier Posey",3000,"Hou@Oak 04:25PM ET",2.179
"WR","Jarrett Boykin",3000,"NYJ@GB 04:25PM ET",8.300
"WR","LaRon Byrd",3000,"NO@Cle 01:00PM ET",0
"WR","Travis Benjamin",3000,"NO@Cle 01:00PM ET",3.125
"TE","Tim Wright",3000,"NE@Min 01:00PM ET",8.831
"TE","Ryan Griffin",3000,"Hou@Oak 04:25PM ET",3.293
"TE","Chris Gragg",3000,"Mia@Buf 01:00PM ET",1.811
"WR","Jarius Wright",3000,"NE@Min 01:00PM ET",5.463
"RB","Brandon Bolden",3000,"NE@Min 01:00PM ET",5.807
"TE","Luke Willson",3000,"Sea@SD 04:05PM ET",2.995
"WR","Damaris Johnson",3000,"Hou@Oak 04:25PM ET",0.185
"RB","Latavius Murray",3000,"Hou@Oak 04:25PM ET",0
"RB","Lance Dunbar",3000,"Dal@Ten 01:00PM ET",2.989
"TE","Joseph Fauria",3000,"Det@Car 01:00PM ET",5.169
"TE","Josh Hill",3000,"NO@Cle 01:00PM ET",1.300
"WR","John Brown",3000,"Ari@NYG 01:00PM ET",0
"TE","Jack Doyle",3000,"Phi@Ind 08:30PM ET",0.506
"WR","Russell Shepard",3000,"StL@TB 04:05PM ET",0.000
"RB","Zurlon Tipton",3000,"Phi@Ind 08:30PM ET",0
"TE","Vance McDonald",3000,"Chi@SF 08:30PM ET",1.233
"RB","Knile Davis",3000,"KC@Den 04:25PM ET",5.924
"RB","Mike James",3000,"StL@TB 04:05PM ET",5.653
"RB","Tommy Bohanon",3000,"NYJ@GB 04:25PM ET",1.506
"WR","Ryan Grant",3000,"Jax@Was 01:00PM ET",0
"RB","Rex Burkhead",3000,"Atl@Cin 01:00PM ET",0.000
"WR","Mike Campanaro",3000,"Pit@Bal 08:25PM ET",0
"RB","Kyle Juszczyk",3000,"Pit@Bal 08:25PM ET",0.000
"RB","Bryce Brown",3000,"Mia@Buf 01:00PM ET",3.812
"TE","Ryan Hewitt",3000,"Atl@Cin 01:00PM ET",0
"TE","Levine Toilolo",3000,"Atl@Cin 01:00PM ET",1.781
"RB","Ray Agnew",3000,"NO@Cle 01:00PM ET",0
"RB","Branden Oliver",3000,"Sea@SD 04:05PM ET",0
"WR","Dri Archer",3000,"Pit@Bal 08:25PM ET",0
"WR","Marquise Goodwin",3000,"Mia@Buf 01:00PM ET",5.300
"TE","Gavin Escobar",3000,"Dal@Ten 01:00PM ET",2.150
"WR","Kevin Norwood",3000,"Sea@SD 04:05PM ET",0
"TE","Tyler Eifert",3000,"Atl@Cin 01:00PM ET",5.969
"RB","Theo Riddick",3000,"Det@Car 01:00PM ET",1.079
"WR","Rodney Smith",3000,"NE@Min 01:00PM ET",0.000
"RB","Trey Watts",3000,"StL@TB 04:05PM ET",0
"TE","Alex Bayer",3000,"StL@TB 04:05PM ET",0
"WR","Ricardo Lockette",3000,"Sea@SD 04:05PM ET",1.445
"RB","Christine Michael",3000,"Sea@SD 04:05PM ET",1.975
"WR","Denard Robinson",3000,"Jax@Was 01:00PM ET",0.288
"RB","Fitzgerald Toussaint",3000,"Pit@Bal 08:25PM ET",0
"TE","Dion Sims",3000,"Mia@Buf 01:00PM ET",1.013
"WR","Devin Street",3000,"Dal@Ten 01:00PM ET",0
"WR","Marlon Brown",3000,"Pit@Bal 08:25PM ET",10.371
"RB","Ronnie Hillman",3000,"KC@Den 04:25PM ET",5.070
"WR","Aaron Dobson",3000,"NE@Min 01:00PM ET",9.323
"TE","Brandon Bostick",3000,"NYJ@GB 04:25PM ET",2.273
"WR","Justin Brown",3000,"Pit@Bal 08:25PM ET",0
"RB","Alfred Blue",3000,"Hou@Oak 04:25PM ET",0
"WR","James Wright",3000,"Atl@Cin 01:00PM ET",0
"TE","Brandon Williams",3000,"Det@Car 01:00PM ET",0.000
"TE","Cooper Helfet",3000,"Sea@SD 04:05PM ET",0
"RB","Storm Johnson",3000,"Jax@Was 01:00PM ET",0
"TE","Crockett Gillmore",3000,"Pit@Bal 08:25PM ET",0
"TE","Trey Burton",3000,"Phi@Ind 08:30PM ET",0
"WR","Solomon Patton",3000,"StL@TB 04:05PM ET",0
"WR","Da'Rick Rogers",3000,"Phi@Ind 08:30PM ET",7.686
"RB","Silas Redd",3000,"Jax@Was 01:00PM ET",0
"RB","Jay Prosch",3000,"Hou@Oak 04:25PM ET",0
"RB","Orleans Darkwa",3000,"Mia@Buf 01:00PM ET",0
"RB","Joseph Randle",3000,"Dal@Ten 01:00PM ET",3.269
"TE","C.J. Fiedorowicz",3000,"Hou@Oak 04:25PM ET",0
"RB","Senorise Perry",3000,"Chi@SF 08:30PM ET",0
"WR","Walt Powell",3000,"NYJ@GB 04:25PM ET",0
"WR","Josh Huff",3000,"Phi@Ind 08:30PM ET",0
"RB","Juwan Thompson",3000,"KC@Den 04:25PM ET",0
"RB","James White",3000,"NE@Min 01:00PM ET",0
"WR","Albert Wilson",3000,"KC@Den 04:25PM ET",0
"WR","Rishard Matthews",3000,"Mia@Buf 01:00PM ET",6.300
"WR","Andre Holmes",3000,"Hou@Oak 04:25PM ET",7.710
"WR","Corey Fuller",3000,"Det@Car 01:00PM ET",0
"RB","Jamize Olawale",3000,"Hou@Oak 04:25PM ET",0.869
"WR","Paul Richardson",3000,"Sea@SD 04:05PM ET",0
"WR","Robert Herron",3000,"StL@TB 04:05PM ET",0
"TE","Harold Hoskins",3000,"Mia@Buf 01:00PM ET",0
"WR","Isaiah Burse",3000,"KC@Den 04:25PM ET",0
"WR","Jalen Saunders",3000,"NYJ@GB 04:25PM ET",0
"RB","Jerick McKinnon",3000,"NE@Min 01:00PM ET",0
"WR","Chris Hogan",3000,"Mia@Buf 01:00PM ET",1.144
"WR","Saalim Hakim",3000,"NYJ@GB 04:25PM ET",-0.100
"WR","Philly Brown",3000,"Det@Car 01:00PM ET",0
"WR","Jarvis Landry",3000,"Mia@Buf 01:00PM ET",0
"WR","Quinton Patton",3000,"Chi@SF 08:30PM ET",1.489
"RB","Devonta Freeman",3000,"Atl@Cin 01:00PM ET",0
"RB","Tre Mason",3000,"StL@TB 04:05PM ET",0
"TE","Austin Seferian-Jenkins",3000,"StL@TB 04:05PM ET",0
"RB","Ka'Deem Carey",3000,"Chi@SF 08:30PM ET",0
"WR","Martavis Bryant",3000,"Pit@Bal 08:25PM ET",0
"TE","Demetrius Harris",3000,"KC@Den 04:25PM ET",0
"WR","Bruce Ellington",3000,"Chi@SF 08:30PM ET",0
"TE","Jace Amaro",3000,"NYJ@GB 04:25PM ET",0
"WR","Donte Moncrief",3000,"Phi@Ind 08:30PM ET",0
"RB","C.J. Anderson",3000,"KC@Den 04:25PM ET",1.183
"TE","Richard Rodgers",3000,"NYJ@GB 04:25PM ET",0
"RB","De'Anthony Thomas",3000,"KC@Den 04:25PM ET",0
"RB","Bishop Sankey",3000,"Dal@Ten 01:00PM ET",0
"WR","Cody Latimer",3000,"KC@Den 04:25PM ET",0
"WR","Allen Robinson",3000,"Jax@Was 01:00PM ET",0
"WR","Davante Adams",3000,"NYJ@GB 04:25PM ET",0
"RB","Jeremy Hill",3000,"Atl@Cin 01:00PM ET",0
"TE","Derek Carrier",3000,"Chi@SF 08:30PM ET",0.000
"RB","Damien Williams",3000,"Mia@Buf 01:00PM ET",0
"TE","Brian Leonhardt",3000,"Hou@Oak 04:25PM ET",0
"RB","Lorenzo Taliaferro",3000,"Pit@Bal 08:25PM ET",0
"WR","Adam Thielen",3000,"NE@Min 01:00PM ET",0
"RB","Khiry Robinson",3000,"NO@Cle 01:00PM ET",3.908
"WR","Taylor Gabriel",3000,"NO@Cle 01:00PM ET",0
"WR","Corey Washington",3000,"Ari@NYG 01:00PM ET",0
"WR","Jeff Janis",3000,"NYJ@GB 04:25PM ET",0
"DST","Titans ",2900,"Dal@Ten 01:00PM ET",7.375
"DST","Giants ",2900,"Ari@NYG 01:00PM ET",7.563
"DST","Redskins ",2900,"Jax@Was 01:00PM ET",6.375
"DST","Panthers ",2900,"Det@Car 01:00PM ET",11.529
"DST","Bears ",2800,"Chi@SF 08:30PM ET",7.375
"DST","Jets ",2800,"NYJ@GB 04:25PM ET",6.188
"DST","Chargers ",2800,"Sea@SD 04:05PM ET",6.222
"DST","Falcons ",2700,"Atl@Cin 01:00PM ET",5.250
"DST","Vikings ",2700,"NE@Min 01:00PM ET",5.625
"DST","Browns ",2600,"NO@Cle 01:00PM ET",7.125
"DST","Colts ",2600,"Phi@Ind 08:30PM ET",7.667
"DST","Eagles ",2600,"Phi@Ind 08:30PM ET",7.588
"DST","Chiefs ",2500,"KC@Den 04:25PM ET",12.471
"DST","Jaguars ",2500,"Jax@Was 01:00PM ET",5.438
"DST","Cowboys ",2400,"Dal@Ten 01:00PM ET",7.688
